group,rmia_original,rmia_finetuned,rmia_delta
FT member,0.1018012548067192,0.7261687917425622,0.624367536935843
FT member,0.2284962558186601,0.6782027929568913,0.4497065371382313
FT member,0.0516089860352155,0.9530459421169803,0.9014369560817649
FT member,0.8688524590163934,0.6417729204614451,-0.22707953855494833
FT member,0.044930176077717,0.9856304391823516,0.9407002631046346
FT member,0.9577008702691764,0.9018417324428254,-0.05585913782635099
FT member,0.5235782230317749,0.4363489172232341,-0.08722930580854082
FT member,0.8870673952641166,0.6312487350738717,-0.2558186601902449
FT member,0.5355191256830601,0.2572353774539567,-0.27828374822910346
FT member,0.5927949807731229,0.1111111111111111,-0.48168386966201177
FT member,0.0337988261485529,0.9445456385347096,0.9107468123861567
FT member,0.5302570329892734,0.3910139647844566,-0.1392430682048168
FT member,0.8435539364501113,0.5324833029751063,-0.3110706334750051
FT member,0.9174256223436552,0.8453754300748836,-0.07205019226877163
FT member,0.33070228698644,0.6298320178101598,0.29912973082371985
FT member,0.5197328476017,0.3873709775349119,-0.13236187006678812
FT member,0.4541590771098968,0.4497065371382311,-0.00445253997166567
FT member,0.8563043918235175,0.5185185185185185,-0.337785873304999
FT member,0.404776361060514,0.2809147945759968,-0.12386156648451724
FT member,0.7953855494839102,0.166970248937462,-0.6284153005464481
FT member,0.1772920461445051,0.6733454766241651,0.49605343047966
FT member,0.6960129528435539,0.381906496660595,-0.3141064561829589
FT member,0.3009512244484922,0.9696417729204616,0.6686905484719694
FT member,0.1123254401942926,0.9769277474195508,0.8646023072252582
FT member,0.7814207650273224,0.1258854482898198,-0.6555353167375026
FT member,0.3248330297510625,0.668488160291439,0.3436551305403765
FT member,0.520542400323821,0.4547662416514875,-0.06577615867233355
FT member,0.9050799433313096,0.7577413479052824,-0.14733859542602723
FT member,0.4482898198745193,0.2444849220805505,-0.20380489779396882
FT member,0.7344667071443027,0.3472981177899211,-0.38716858935438164
FT member,0.6059502125075895,0.3169398907103825,-0.28901032179720704
FT member,0.3829184375632463,0.2108884841125278,-0.17202995345071848
FT member,0.8364703501315524,0.6195102206031168,-0.21696012952843557
FT member,0.8735073871685893,0.568508399109492,-0.3049989880590973
FT member,0.3608581258854483,0.9064966605950212,0.5456385347095729
FT member,0.0040477636106051,0.9712608783647037,0.9672131147540985
FT member,0.0611212305201376,0.919651892329488,0.8585306618093503
FT member,0.892936652499494,0.7603723942521756,-0.13256425824731843
FT member,0.7773730014167173,0.1287188828172434,-0.6486541185994739
FT member,0.093705727585509,0.9073062133171422,0.8136004857316332
FT member,0.1991499696417729,0.92127099777373,0.7221210281319571
FT member,0.8255413883829185,0.4934223841327666,-0.33211900425015184
FT member,0.9627605747824328,0.9840113337381096,0.02125075895567674
FT member,0.1708156243675369,0.8894960534304797,0.7186804290629427
FT member,0.7225258044930176,0.2799028536733455,-0.4426229508196721
FT member,0.8866626189030561,0.8123861566484517,-0.07427646225460438
FT member,0.4752074478850435,0.6670714430277271,0.19186399514268365
FT member,0.5045537340619308,0.3974903865614248,-0.107063347500506
FT member,0.4796599878567091,0.3995142683667274,-0.08014571948998173
FT member,0.2724144909937259,0.7545031370167982,0.4820886460230723
FT member,0.3651082776765837,0.9105444242056264,0.5454361465290427
FT member,0.9552722121028132,0.932402347702894,-0.022869864399919226
FT member,0.7862780813600486,0.1076705120420967,-0.678607569317952
FT member,0.6112123052013763,0.4521351953045942,-0.1590771098967821
FT member,0.8609593199757134,0.7026917628010524,-0.158267557174661
FT member,0.5875328880793361,0.4013357619914997,-0.18619712608783645
FT member,0.9319975713418336,0.8577211090872293,-0.07427646225460427
FT member,0.0451325642582473,0.981177899210686,0.9360453349524387
FT member,0.3284760170006072,0.6221412669500102,0.29366524994940296
FT member,0.2594616474397895,0.7925521149564866,0.5330904675166971
FT member,0.2772718073264521,0.8388990082979154,0.5616272009714633
FT member,0.7963974903865614,0.4163124873507387,-0.38008500303582266
FT member,0.0119409026512851,0.9686298320178102,0.956688929366525
FT member,0.5838899008297915,0.577211090872293,-0.006678809957498477
FT member,0.2365917830398704,0.5343047965998786,0.29771301356000823
FT member,0.0947176684881603,0.9234972677595628,0.8287795992714024
FT member,0.4381704108480064,0.5962355798421373,0.15806516899413087
FT member,0.1445051608986035,0.6652499494029549,0.5207447885043515
FT member,0.0910746812386156,0.8710787290022263,0.7800040477636107
FT member,0.9613438575187208,0.840922890103218,-0.12042096741550279
FT member,0.8490184173244283,0.418943533697632,-0.4300748836267963
FT member,0.6609997976118195,0.1542197935640558,-0.5067800040477637
FT member,0.4820886460230723,0.5211495648654119,0.03906091884233959
FT member,0.5138635903663226,0.5729609390811576,0.059097348714835074
FT member,0.6340821696012953,0.2859744990892532,-0.34810767051204206
FT member,0.7818255413883829,0.2428658166363084,-0.5389597247520745
FT member,0.7439789516292249,0.1459218781623153,-0.5980570734669096
FT member,0.4418133980975511,0.7324428253390002,0.2906294272414491
FT member,0.8093503339404978,0.2612831410645618,-0.548067192875936
FT member,0.1133373810969439,0.6972272819267354,0.5838899008297915
FT member,0.4025500910746812,0.6120218579234973,0.20947176684881608
FT member,0.6609997976118195,0.2657356810362274,-0.3952641165755921
FT member,0.9694393847399312,0.8757336571544222,-0.09370572758550899
FT member,0.3201781015988666,0.7292046144505161,0.4090265128516495
FT member,0.3475005059704513,0.4436348917223234,0.09613438575187211
FT member,0.2724144909937259,0.4847196923699656,0.2123052013762397
FT member,0.9313904068002428,0.8828172434729812,-0.04857316332726158
FT member,0.8771503744181339,0.5804493017607771,-0.2967010726573568
FT member,0.8631855899615463,0.6328678405181137,-0.23031774944343253
FT member,0.3120825743776563,0.8285772110908723,0.516494636713216
FT member,0.2444849220805505,0.7931592794980773,0.5486743574175268
FT member,0.5705322809147946,0.2149362477231329,-0.35559603319166166
FT member,0.4768265533292856,0.360655737704918,-0.1161708156243676
FT member,0.2212102813195709,0.8107670512042097,0.5895567698846388
FT member,0.8316130337988261,0.5037441813398098,-0.3278688524590163
FT member,0.5003035822707954,0.2677595628415301,-0.23254401942926534
FT member,0.9894758146124266,0.9344262295081968,-0.05504958510422986
FT member,0.2347702894150981,0.7439789516292249,0.5092086622141268
FT member,0.3950617283950617,0.4754098360655737,0.08034810767051198
FT member,0.2839506172839506,0.6958105646630237,0.4118599473790731
FT member,0.9358429467719084,0.8156243675369358,-0.12021857923497259
FT member,0.5719489981785064,0.2744383727990285,-0.2975106253794779
FT member,0.6162720097146327,0.2701882210078931,-0.3460837887067396
FT member,0.4735883424408014,0.3485124468731026,-0.12507589556769877
FT member,0.296903460837887,0.5442218174458612,0.2473183566079742
FT member,0.7292046144505161,0.2019834041691965,-0.5272212102813196
FT member,0.8277676583687512,0.1155636510827767,-0.7122040072859745
FT member,0.5150779194495041,0.3624772313296903,-0.1526006881198138
FT member,0.8227079538554949,0.3964784456587735,-0.4262295081967214
FT member,0.8524590163934426,0.6073669297713014,-0.24509208662214121
FT member,0.8953653106658571,0.6520947176684881,-0.24327059299736897
FT member,0.0845982594616474,0.9783444646832624,0.893746205221615
FT member,0.9702489374620522,0.8799838089455576,-0.0902651285164946
FT member,0.5838899008297915,0.2845577818255413,-0.2993321190042502
FT member,0.5061728395061729,0.4499089253187613,-0.05626391418741156
FT member,0.6723335357215139,0.2716049382716049,-0.40072859744990896
FT member,0.552722121028132,0.2685691155636511,-0.2841530054644809
FT member,0.55899615462457,0.3446670714430277,-0.21432908318154226
FT member,0.738514470754908,0.1663630843958712,-0.5721513863590367
FT member,0.0283343452742359,0.8799838089455576,0.8516494636713217
FT member,0.9487957903258448,0.8767455980570734,-0.0720501922687714
FT member,0.3910139647844566,0.5073871685893544,0.1163732038048978
FT member,0.1673750252985225,0.7166565472576402,0.5492815219591176
FT member,0.3829184375632463,0.7933616676786076,0.4104432301153613
FT member,0.4053835256021048,0.4737907306213317,0.06840720501922692
FT member,0.0860149767253592,0.9856304391823516,0.8996154624569924
FT member,0.7769682250556568,0.1273021655535317,-0.6496660595021251
FT member,0.7091681845780207,0.1611009917020846,-0.5480671928759361
FT member,0.4205626391418741,0.3626796195102206,-0.05788301963165349
FT member,0.9368548876745598,0.864602307225258,-0.07225258044930183
FT member,0.33859542602712,0.7142278890912771,0.3756324630641571
FT member,0.9115563651082776,0.9465695203400122,0.03501315523173454
FT member,0.0074883626796195,0.916413681441004,0.9089253187613845
FT member,0.0226674762193887,0.9232948795790326,0.9006274033596439
FT member,0.3746205221615057,0.223638939485934,-0.1509815826755717
FT member,0.2631046346893341,0.4711596842744384,0.2080550495851043
FT member,0.1764824934223841,0.5901639344262295,0.4136814410038454
FT member,0.0226674762193887,0.9232948795790326,0.9006274033596439
FT member,0.6379275450313702,0.230722525804493,-0.40720501922687713
FT member,0.2693786682857721,0.6514875531268974,0.3821088848411253
FT member,0.5804493017607771,0.3114754098360656,-0.26897389192471155
FT member,0.5640558591378263,0.2258652094717668,-0.3381906496660595
FT member,0.6466302367941712,0.3147136207245496,-0.3319166160696216
FT member,0.6777980165958308,0.1683869662011738,-0.5094110503946571
FT member,0.0103217972070431,0.8720906699048776,0.8617688726978345
FT member,0.2321392430682048,0.9131754705525196,0.6810362274843148
FT member,0.836267961951022,0.109492005666869,-0.726775956284153
FT member,0.0831815421979356,0.9807731228496256,0.89759158065169
FT member,0.3359643796802267,0.5855090062740336,0.24954462659380688
FT member,0.0058692572353774,0.9868447682655332,0.9809755110301559
FT member,0.6980368346488565,0.2677595628415301,-0.4302772718073264
FT member,0.4339202590568711,0.6077717061323619,0.17385144707549077
FT member,0.8658166363084396,0.4470754907913378,-0.41874114551710184
FT member,0.749645820684072,0.1951022060311678,-0.5545436146529042
FT member,0.6243675369358429,0.1793159279498077,-0.44505160898603524
FT member,0.0178101598866626,0.9931188018619712,0.9753086419753086
FT member,0.9947379073062134,0.9688322201983404,-0.025905687107873
FT member,0.907913377858733,0.678000404776361,-0.22991297308237202
FT member,0.9077109896782029,0.9230924913985024,0.015381501720299506
FT member,0.7022869864399919,0.2114956486541186,-0.49079133778587325
FT member,0.8587330499898805,0.5537340619307832,-0.3049989880590973
FT member,0.8581258854482898,0.4990892531876138,-0.359036632260676
FT member,0.763003440599069,0.2507589556769884,-0.5122444849220806
FT member,0.5519125683060109,0.396883222019834,-0.15502934628617687
FT member,0.7569317951831613,0.1161708156243675,-0.6407609795587939
FT member,0.1700060716454159,0.8994130742764622,0.7294070026310463
FT member,0.8581258854482898,0.0933009512244485,-0.7648249342238413
