group,rmia_original,rmia_finetuned,rmia_delta
FT member,0.955327718784328,0.5022580251434151,-0.4530696936409129
FT member,0.1896741120468693,0.3539606981569632,0.1642865861100939
FT member,0.628219211522031,0.7242768216770413,0.09605761015501035
FT member,0.1758818503600634,0.1811302331258391,0.005248382765775689
FT member,0.2560722568045893,0.7242768216770413,0.46820456487245204
FT member,0.487977541803979,0.1679482485048211,-0.3200292932991579
FT member,0.3481020383253997,0.7984865128768461,0.4503844745514464
FT member,0.8009276211399976,0.4306114976199194,-0.3703161235200782
FT member,0.1949224948126449,0.6898571951666056,0.4949347003539607
FT member,0.6244354937141462,0.890394238984499,0.2659587452703528
FT member,0.4090076894910289,0.4147442939094349,0.0057366044184060105
FT member,0.0773831319419016,0.8831929696082021,0.8058098376663005
FT member,0.3593311363358965,0.3429757109727816,-0.01635542536311485
FT member,0.0140363725131209,0.0989869400707921,0.0849505675576712
FT member,0.2561943122177468,0.2099353106310265,-0.046259001586720305
FT member,0.955327718784328,0.1492737702917124,-0.8060539484926156
FT member,0.0253875259367752,0.1214451360917856,0.09605761015501041
FT member,0.6006346881484194,0.1613572561943122,-0.4392774319541072
FT member,0.3806908336384719,0.5754912730379592,0.19480043939948732
FT member,0.3310142804833394,0.1901623336994995,-0.14085194678383992
FT member,0.9526424996948616,0.5222751129012572,-0.4303673867936044
FT member,0.0424752837788355,0.141096057610155,0.09862077383131951
FT member,0.7544245087269621,0.6027096301720981,-0.15171487855486399
FT member,0.9062614426949837,0.6569022336140607,-0.2493592090809229
FT member,0.9079702184791896,0.5222751129012572,-0.3856951055779324
FT member,0.4772366654461125,0.5398510923959478,0.06261442694983527
FT member,0.931038691565971,0.2221408519467838,-0.7088978396191872
FT member,0.152813377273282,0.7984865128768461,0.6456731356035641
FT member,0.5021359697302575,0.5754912730379592,0.07335530330770168
FT member,0.3791041132674234,0.5480288050775052,0.1689246918100818
FT member,0.497131697790797,0.90040278286342,0.403271085072623
FT member,0.2255584035151959,0.7984865128768461,0.5729281093616503
FT member,0.2199438545099475,0.1586720371048456,-0.0612718174051019
FT member,0.8670816550714024,0.6499450750640791,-0.2171365800073234
FT member,0.379226168680581,0.9040644452581472,0.5248382765775662
FT member,0.2063957036494568,0.7242768216770413,0.5178811180275845
FT member,0.9373855730501648,0.3727572317832295,-0.5646283412669353
FT member,0.5789088246063713,0.3002563163676309,-0.2786525082387404
FT member,0.9141950445502258,0.288783107530819,-0.6254119370194069
FT member,0.4732088368119126,0.90040278286342,0.4271939460515074
FT member,0.3770291712437447,0.3971683144147443,0.02013914317099963
FT member,0.7462467960454046,0.7984865128768461,0.052239716831441574
FT member,0.8718418161845478,0.1105822043207616,-0.7612596118637862
FT member,0.8645184913950934,0.8458440131819847,-0.018674478213108747
FT member,0.4966434761381667,0.5754912730379592,0.07884779689979254
FT member,0.1457341633101428,0.2624191382887831,0.1166849749786403
FT member,0.1985841572073721,0.7984865128768461,0.599902355669474
FT member,0.0150128158183815,0.1083852068839253,0.0933723910655438
FT member,0.9664347613816672,0.4586842426461613,-0.5077505187355058
FT member,0.9752227511290126,0.503722690101306,-0.4715000610277066
FT member,0.7992188453557916,0.6569022336140607,-0.14231661174173083
FT member,0.9024777248870988,0.491395093372391,-0.41108263151470775
FT member,0.7967777370926401,0.5754912730379592,-0.2212864640546809
FT member,0.0104967655315513,0.1946783839863298,0.1841816184547785
FT member,0.2582692542414256,0.9100451605028684,0.6517759062614428
FT member,0.6875381423166117,0.6569022336140607,-0.03063590870255095
FT member,0.8827047479555719,0.3066031978518247,-0.5761015501037472
FT member,0.4140119614304894,0.7984865128768461,0.3844745514463567
FT member,0.2793848407176858,0.7984865128768461,0.5191016721591604
FT member,0.2699865739045526,0.2463078237519834,-0.023678750152569206
FT member,0.93360185524228,0.556084462345905,-0.377517392896375
FT member,0.8227755400952033,0.5139753448065422,-0.3088001952886611
FT member,0.3472476504332967,0.7984865128768461,0.45123886244354944
FT member,0.5836689857195166,0.4857805443671427,-0.09788844135237396
FT member,0.7292810936165018,0.7242768216770413,-0.005004271939460514
FT member,0.9271329183449286,0.6898571951666056,-0.23727572317832302
FT member,0.73037959233492,0.941047235444892,0.210667643109972
FT member,0.906139387281826,0.9320151348712316,0.025875747589405584
FT member,0.0222140851946783,0.0676186988892957,0.0454046136946174
FT member,0.2128646405468082,0.6569022336140607,0.44403759306725255
FT member,0.984010740876358,0.1569632613206395,-0.8270474795557184
FT member,0.5986818015378982,0.470523617722446,-0.1281581838154522
FT member,0.3278408397412425,0.5385084828512144,0.21066764310997194
FT member,0.0092762113999755,0.0843402904918833,0.07506407909190779
FT member,0.1828390089100451,0.7984865128768461,0.615647503966801
FT member,0.0290491883315025,0.974246307823752,0.9451971194922495
FT member,0.6789942633955816,0.7242768216770413,0.04528255828145977
FT member,0.7392896374954229,0.6172342243378494,-0.12205541315757351
FT member,0.1218113023312583,0.1312095691443915,0.009398266813133202
FT member,0.882948858781887,0.8988160624923716,0.015867203710484556
FT member,0.2782863419992676,0.3393140485780544,0.06102770657878681
FT member,0.5846454290247772,0.3256438423044062,-0.25900158672037105
FT member,0.4102282436226047,0.7242768216770413,0.31404857805443664
FT member,0.1325521786891248,0.3084340290491883,0.1758818503600635
FT member,0.2392286097888441,0.9145612107896984,0.6753326010008543
FT member,0.4068106920541926,0.7242768216770413,0.3174661296228487
FT member,0.2934212132308068,0.1129012571707555,-0.18051995606005128
FT member,0.5236177224459905,0.3498108141096057,-0.1738069083363848
FT member,0.877212254363481,0.3832539973147809,-0.49395825704870017
FT member,0.9412913462712073,0.3622604662516782,-0.5790308800195291
FT member,0.7142682777981203,0.6172342243378494,-0.09703405346027094
FT member,0.0308800195288661,0.9511778347369706,0.9202978152081045
FT member,0.1728304650311241,0.8481630660319786,0.6753326010008545
FT member,0.6113755645062858,0.1111924813865495,-0.5001830831197364
FT member,0.2611985841572073,0.6172342243378494,0.35603564018064204
FT member,0.9560600512632736,0.9209080922738924,-0.03515195898938128
FT member,0.9571585499816916,0.0716465275234956,-0.885512022458196
FT member,0.0866593433418772,0.2459416575125106,0.15928231417063338
FT member,0.1335286219943854,0.2504577077993409,0.11692908580495551
FT member,0.969119980471134,0.2062736482362993,-0.7628463322348347
FT member,0.208348590259978,0.2798730623703161,0.0715244721103381
FT member,0.8953985109239595,0.2736482362992798,-0.6217502746246797
FT member,0.3859392164042475,0.3969242035884291,0.010984987184181616
FT member,0.1497619919443427,0.3321127792017576,0.18235078725741488
FT member,0.8860002441108263,0.491395093372391,-0.39460515073843533
FT member,0.613328451116807,0.6027096301720981,-0.010618820944708895
FT member,0.1008177712681557,0.1973636030757964,0.09654583180764069
FT member,0.4704015623092884,0.2518003173440742,-0.21860124496521421
FT member,0.981081410960576,0.2962284877334309,-0.6848529232271451
FT member,0.1740510191626998,0.3969242035884291,0.22287318442572931
FT member,0.1845477846942511,0.8827047479555719,0.6981569632613207
