dataset,model,attack,attack_label,fpr,mean_tpr,std_tpr_across_seeds,mean_auc,std_auc_across_seeds,n_seeds
dropout_success,tabpfn,rmia,RMIA,0.0,0.0,0.0,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0025,0.029447732426303858,0.01422748284247615,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.005,0.04662920864548351,0.01254736105084848,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0075,0.061609930681133206,0.00910876419278741,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.01,0.07215202789976752,0.013350300536184143,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0125,0.08285864978902954,0.01653241899973087,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.015,0.09473431929733919,0.013821439564198873,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0175,0.10394959815149689,0.015847771241227424,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.02,0.11373574442435204,0.013244925030748134,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0225,0.12251095539481613,0.013155489201287987,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.025,0.1339297769740808,0.017468349665967987,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0275,0.1451898683946152,0.021204313971908695,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.03,0.15392889290737394,0.021858608179955403,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0325,0.1600757685352622,0.02021657109772673,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.035,0.16759856841470766,0.022141926222653315,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0375,0.1738473854731766,0.0240645645035545,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.04,0.18013936106088005,0.02414826017127416,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0425,0.1870870755475186,0.023971561916258002,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.045,0.19380153707052442,0.020892523380812596,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0475,0.2014003298506463,0.019149256999651275,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.05,0.2079745161074275,0.017614898212261153,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0525,0.21309993469961822,0.018012718024987332,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.055,0.2186591822382961,0.016591013038773264,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0575,0.22463798472975688,0.01605376839158715,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.06,0.22941683745228048,0.014300507860452543,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0625,0.23638863773357444,0.015217060383460356,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.065,0.24602900843881853,0.014836292072820877,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0675,0.2508196830419932,0.014305273369272325,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.07,0.25512219299687655,0.013273678116329228,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0725,0.2593808359362157,0.01493877010911006,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.075,0.26518206477067235,0.01697753488497167,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0775,0.270243098251959,0.01787440586687214,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.08,0.2759750853928069,0.01888962036210783,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0825,0.2803674000401849,0.019370923098419448,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.085,0.28555427968655817,0.02034365773164172,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.08750000000000001,0.28887919429375125,0.019007631348560892,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.09,0.29233399638336344,0.018160503478550045,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.0925,0.29815614325899137,0.018735433123489287,0.7158132836000394,0.013356387075550258,5
dropout_success,tabpfn,rmia,RMIA,0.095,0.3024308921036769,0.01862160662030925,0.7158132836000394,0.013356387075550258,5
