idx_local,idx_original,member,y,original_pred,finetuned_pred,original_true_label_score,finetuned_true_label_score,prob_delta,score_delta,original_correct,finetuned_correct
6,6,True,0,1,0,0.053403333,0.9999993,0.946595967,17.02562490846262,False,True
15145,15145,True,0,1,0,0.023330769,0.9999982,0.976667431,16.968708174088146,False,True
18942,18942,True,0,1,0,0.020645931,0.9999975,0.979351569,16.75723518090165,False,True
21250,21250,True,0,1,0,0.020645931,0.9999975,0.979351569,16.75723518090165,False,True
3413,3413,True,0,1,0,0.02479816,0.9999975,0.97519934,16.569735202524154,False,True
7447,7447,True,0,1,0,0.023689471,0.999997,0.9763075290000001,16.442256352710114,False,True
87,87,True,0,1,0,0.030675799,0.9999975,0.969321701,16.350985314536285,False,True
19571,19571,True,0,1,0,0.027585285,0.99999666,0.972411375,16.17267720948988,False,True
24305,24305,True,0,1,0,0.055005282,0.99999833,0.9449930480000001,16.14707627225949,False,True
25214,25214,False,1,1,0,0.94165415,1.8738754e-06,-0.9416522761246,-15.96874976249993,True,False
13873,13873,True,0,1,0,0.020488555,0.9999926,0.979504045,15.682430880464974,False,True
16856,16856,False,1,1,0,0.9324533,2.2603242e-06,-0.9324510396758,-15.624999497530773,True,False
7811,7811,True,0,1,0,0.067546695,0.99999774,0.932451045,15.62294383996702,False,True
23658,23658,True,0,1,0,0.12252321,0.99999857,0.87747536,15.42622708723172,False,True
20558,20558,True,0,1,0,0.027585285,0.99999285,0.972407565,15.410533342725708,False,True
21128,21128,True,0,1,0,0.023689471,0.9999889,0.976299429,15.128524578136355,False,True
5348,5348,False,0,1,0,0.029760094,0.99999046,0.970230366,15.044723967093764,False,True
29468,29468,True,0,1,0,0.028436035,0.9999895,0.971553465,14.996287780133848,False,True
1941,1941,True,0,1,0,0.012241276,0.99997413,0.987732854,14.953086873583713,False,True
29389,29389,True,0,1,0,0.04084572,0.99999166,0.95914594,14.850131506803162,False,True
24867,24867,True,0,1,0,0.038466193,0.99999106,0.9615248670000001,14.843638077960378,False,True
13441,13441,False,1,1,0,0.97482115,1.4285517e-05,-0.974806864483,-14.81249972291818,True,False
281,281,False,0,1,0,0.019719126,0.99998105,0.980261924,14.779712120585398,False,True
32050,32050,True,0,1,0,0.014281934,0.99997246,0.985690526,14.7343148902761,False,True
24321,24321,False,1,1,0,0.9566342,9.22347e-06,-0.95662497653,-14.687500499695448,True,False
17244,17244,True,0,1,0,0.015906392,0.99997413,0.984067738,14.68746193355688,False,True
23277,23277,True,0,1,0,0.049589027,0.99999166,0.9504026329999999,14.64700648688897,False,True
2974,2974,True,0,1,0,0.0715912,0.9999943,0.9284031,14.633678434956687,False,True
5969,5969,True,0,1,0,0.015784562,0.99997246,0.984187898,14.632752368568871,False,True
21413,21413,True,0,1,0,0.051845472,0.9999919,0.948146428,14.629119226374645,False,True
21284,21284,True,0,1,0,0.03308598,0.999987,0.96690102,14.626024241350164,False,True
32262,32262,True,0,1,0,0.038466193,0.9999877,0.961521507,14.526393865371531,False,True
2032,2032,False,1,1,0,0.97966766,2.430024e-05,-0.97964335976,-14.500000896258229,True,False
10196,10196,True,0,1,0,0.0460339,0.9999893,0.9539554,14.47381480302588,False,True
18425,18425,False,1,1,0,0.97068775,1.7231572e-05,-0.970670518428,-14.46874925009285,True,False
19883,19883,True,0,1,0,0.025565213,0.99997985,0.974414637,14.453091344803097,False,True
26822,26822,True,0,1,0,0.013428255,0.99995863,0.986530375,14.38989398815936,False,True
4465,4465,False,1,1,0,0.96095175,1.473898e-05,-0.96093701102,-14.328126146271078,True,False
7382,7382,True,0,1,0,0.033589505,0.99998224,0.966392735,14.297796115117883,False,True
908,908,False,1,1,0,0.89478946,5.2553955e-06,-0.8947842046045,-14.296874969144197,True,False
11884,11884,True,0,1,0,0.019568676,0.99996877,0.9804000939999999,14.28807188589512,False,True
5366,5366,True,0,1,0,0.053403333,0.99998856,0.946585227,14.253025457321552,False,True
24460,24460,True,0,1,0,0.04672496,0.9999865,0.95326154,14.230608827912144,False,True
5745,5745,False,0,1,0,0.015784562,0.99995863,0.984174068,14.225831470389796,False,True
9706,9706,True,0,1,0,0.03021459,0.99997854,0.9697639499999999,14.21815677508803,False,True
28856,28856,True,0,1,0,0.018546565,0.9999646,0.981418035,14.21736760870851,False,True
32424,32424,False,1,1,0,0.9615338,1.7231572e-05,-0.961516568428,-14.18749940701158,True,False
14477,14477,True,0,1,0,0.047425874,0.9999852,0.952559326,14.122088796357795,False,True
31319,31319,True,0,1,0,0.03410043,0.99997854,0.96587811,14.093156767842045,False,True
32049,32049,True,0,1,0,0.02442309,0.9999697,0.97554661,14.092520577411811,False,True
