idx_local,idx_original,member,y,original_pred,finetuned_pred,original_true_label_score,finetuned_true_label_score,prob_delta,score_delta,original_correct,finetuned_correct
15732,15732,False,4,4,2,0.9655157,1.1793584e-07,-0.96551558206416,-19.285282374367917,True,False
779,779,False,5,5,7,0.9461621,9.0424535e-08,-0.946162009575465,-18.98453186871189,True,False
3386,3386,False,1,1,7,0.919079,8.592167e-10,-0.9190789991407833,-18.54799433940121,True,False
15384,15384,False,9,9,2,0.9011954,4.441505e-08,-0.90119535558495,-18.328673570469363,True,False
8302,8302,False,5,5,7,0.8940009,1.26260975e-08,-0.8940008873739025,-18.250371601337925,True,False
10941,10941,False,7,7,5,0.88328624,1.7429787e-07,-0.88328606570213,-17.586424800855013,True,False
5318,5318,False,3,3,1,0.7991165,2.4862257e-09,-0.7991164975137743,-17.498877107175627,True,False
1393,1393,False,0,0,4,0.79703146,5.6434338e-08,-0.797031403565662,-17.485938723884143,True,False
15157,15157,False,5,5,7,0.8242148,1.5869982e-07,-0.8242146413001801,-17.201419679526662,True,False
18505,18505,False,4,4,2,0.7584415,1.09072815e-07,-0.758441390927185,-17.17540407595686,True,False
16816,16816,False,2,2,0,0.6950943,6.615601e-08,-0.69509423384399,-16.9421404628261,True,False
11167,11167,False,2,2,4,0.6885792,3.62505e-08,-0.6885791637494999,-16.911580850822784,True,False
7126,7126,False,9,9,2,0.94798595,8.4462226e-07,-0.94798510537774,-16.887201239051457,True,False
2021,2021,False,0,0,4,0.6747093,8.592167e-10,-0.6747092991407833,-16.847658329762126,True,False
10616,10616,False,8,8,6,0.6701494,1.14961916e-08,-0.6701493885038085,-16.826956335229582,True,False
69,69,False,4,4,2,0.9159927,5.539167e-07,-0.9159921460833,-16.795355330842238,True,False
400,400,False,2,2,6,0.66888154,1.0571695e-07,-0.66888143428305,-16.765631250483263,True,False
5455,5455,False,1,1,7,0.6489381,4.5990556e-10,-0.6489380995400944,-16.732470409622266,True,False
8422,8422,False,7,7,5,0.5528343,6.214782e-08,-0.55283423785218,-16.33022453809901,True,False
12636,12636,False,2,2,4,0.66006577,2.2380287e-07,-0.66006554619713,-15.976087311896292,True,False
11623,11623,False,9,9,2,0.92211384,1.7330514e-06,-0.9221121069485999,-15.737045531408414,True,False
18389,18389,False,2,4,4,0.39378807,2.1646164e-08,-0.393788048353836,-15.68667877558445,False,False
17402,17402,False,0,2,4,0.39229834,7.6443094e-08,-0.392298263556906,-15.680434105305675,False,False
14085,14085,False,2,4,4,0.37720346,2.2508452e-08,-0.377203437491548,-15.61666040932896,False,False
6072,6072,False,8,8,2,0.66290545,3.6898822e-07,-0.66290508101178,-15.4887696719748,True,False
14277,14277,False,8,8,6,0.8468322,1.2098654e-06,-0.8468309901346001,-15.334968830321053,True,False
19433,19433,False,6,6,0,0.38895193,1.562396e-07,-0.3889517737604,-15.220155116078155,True,False
1958,1958,False,1,3,3,0.2979742,1.1430733e-07,-0.29797408569267003,-15.12741174045135,False,False
6019,6019,False,9,2,2,0.26527935,7.265816e-08,-0.26527927734184004,-15.099388627392496,False,False
15040,15040,False,8,6,6,0.21008699,2.215949e-08,-0.21008696784051,-14.793694386966669,False,False
11809,11809,False,9,9,2,0.93776983,5.7719158e-06,-0.9377640580842,-14.775165347273976,True,False
14834,14834,False,0,2,2,0.20654038,3.4517829e-09,-0.2065403765482171,-14.772188814108926,False,False
18386,18386,False,0,4,4,0.20367253,3.293714e-09,-0.203672526706286,-14.7545985035153,False,False
18583,18583,False,9,9,2,0.53018194,5.08303e-07,-0.5301814316969999,-14.613062330625688,True,False
8299,8299,False,9,2,2,0.18144287,8.362903e-08,-0.18144278637097,-14.61149320786418,False,False
2923,2923,False,8,6,6,0.2422369,1.6373767e-07,-0.24223673626233,-14.484545472367984,False,False
1676,1676,False,1,7,7,0.2301576,1.5381731e-07,-0.23015744618269,-14.480078544463776,False,False
14952,14952,False,2,6,6,0.3328247,2.7852718e-07,-0.33282442147282,-14.398313029861749,False,False
8566,8566,False,0,2,2,0.14568971,9.931193e-08,-0.14568961068807,-14.349280179891403,False,False
14894,14894,False,8,8,2,0.6404303,1.1544605e-06,-0.6404291455395,-14.249108395352536,True,False
12678,12678,False,6,6,2,0.6524177,1.2289174e-06,-0.6524164710826,-14.239059303148942,True,False
5974,5974,False,9,2,2,0.13143559,3.4964053e-08,-0.131435555035947,-14.229770709914096,False,False
11230,11230,False,8,6,6,0.39474332,4.7379055e-07,-0.39474284620945,-14.13508312924922,False,False
15428,15428,False,8,8,2,0.6515343,1.4365982e-06,-0.6515328634018,-14.079021518254368,True,False
19405,19405,False,0,2,2,0.37843603,4.8125156e-07,-0.37843554874844,-14.05068343676507,False,False
3290,3290,False,1,7,7,0.12200343,1.2751279e-07,-0.12200330248721,-13.901455484227917,False,False
92,92,False,7,5,1,0.09573209,7.856221e-08,-0.09573201143779,-13.872523467816578,False,False
1932,1932,False,7,5,5,0.08981781,1.2237633e-08,-0.089817797762367,-13.802234012221684,False,False
703,703,False,2,2,0,0.70273834,2.9944288e-06,-0.7027353455712,-13.579125957386296,True,False
18213,18213,False,9,2,2,0.24163894,4.2470288e-07,-0.24163851529712,-13.528160647477216,False,False
